transaction_id,user_id,transaction_amount,transaction_time,merchant_catrgory,location,device_type,payment_method,is_international,previous_transaction_gap,user_avg_spend,transaction_frequency,is_fraud
2717,1319,108.64,2026-03-15 23:40:37.447561,Travel,Germany,Mobile,Netbanking,0,38,127.79,17,0
2718,1834,126.58,2026-03-04 06:31:37.447591,Entertainment,UK,Desktop,Wallet,1,54,368.23,10,0
2719,1457,11.78,2026-03-03 17:03:37.447619,Bill,Canada,Mobile,Netbanking,0,10,114.27,4,0
2720,1057,188.08,2026-03-05 13:49:37.447650,Bill,Canada,Desktop,UPI,0,52,356.14,3,0
2721,1870,390.4,2026-03-17 08:21:37.447678,Travel,USA,Tablet,Card,0,33,493.95,14,0
2722,1737,5.88,2026-03-11 00:19:37.447706,Entertainment,UK,Desktop,Netbanking,0,54,110.99,11,0
2723,1505,542.85,2026-03-21 22:19:37.447755,Bill,Canada,Desktop,Netbanking,0,44,147.95,14,0
2724,1984,16.98,2026-03-15 01:57:37.447809,Bill,India,Tablet,Netbanking,1,5,114.07,18,0
2725,1281,24.13,2026-02-26 14:15:37.447855,Travel,Canada,Mobile,Card,0,42,481.75,19,0
2726,1459,134.69,2026-01-25 04:31:37.447886,Bill,Germany,Desktop,Card,0,33,272.44,13,0
2727,1670,75.73,2026-03-21 11:11:37.447916,Travel,UK,Mobile,Netbanking,0,2,150.29,3,0
2728,1940,278.08,2026-03-17 20:26:37.447945,Food,USA,Tablet,Netbanking,0,50,254.78,19,0
2729,1888,1268.93,2026-02-01 21:13:37.447979,Entertainment,Canada,Tablet,Netbanking,0,7,470.55,16,0
2730,1314,68.37,2026-02-10 11:26:37.448012,Entertainment,India,Desktop,Wallet,0,32,147.07,13,0
2731,1219,298.09,2026-03-25 07:45:37.448043,Food,Germany,Tablet,Card,0,17,369.41,7,0
2732,1254,143.02,2026-03-17 18:30:37.448072,Bill,UK,Mobile,UPI,0,3,491.66,11,0
2733,1789,346.6,2026-02-12 04:52:37.448100,Food,Germany,Desktop,Card,0,30,325.17,13,0
2734,1547,186.31,2026-03-21 23:35:37.448129,Entertainment,USA,Mobile,UPI,0,39,263.02,4,0
2735,1972,191.07,2026-03-07 10:46:37.448159,Shopping,UK,Tablet,Netbanking,0,3,318.57,12,0
2736,1732,544.34,2026-03-11 04:25:37.448187,Bill,Canada,Desktop,Netbanking,1,26,310.61,16,0
2737,1905,20.54,2026-03-08 01:23:37.448215,Entertainment,UK,Mobile,Wallet,0,44,475.55,15,0
2738,1520,639.78,2026-01-27 18:13:37.448243,Shopping,India,Mobile,Card,1,20,159.04,16,0
2739,1540,157.62,2026-02-07 12:54:37.448276,Bill,Canada,Tablet,UPI,0,32,321.38,19,0
2740,1231,21.86,2026-02-02 09:07:37.448304,Bill,USA,Tablet,Netbanking,1,13,331.06,15,0
2741,1015,3.5,2026-03-03 12:00:37.448331,Entertainment,India,Desktop,UPI,0,6,289.45,15,0
2742,1526,33.89,2026-03-29 22:33:37.448359,Bill,Germany,Mobile,Card,1,48,419.69,15,0
2743,1179,6.75,2026-02-11 09:59:37.448386,Bill,India,Tablet,Netbanking,0,13,403.14,14,0
2744,1353,222.18,2026-02-03 18:54:37.448414,Food,Germany,Mobile,Netbanking,0,9,326.25,4,0
2745,1558,138.22,2026-02-27 17:45:37.448444,Travel,Germany,Tablet,Netbanking,0,10,474.59,12,0
2746,1152,40.32,2026-02-28 12:55:37.448472,Bill,USA,Desktop,UPI,0,30,131.97,10,0
2747,1531,187.46,2026-01-25 08:07:37.448500,Shopping,UK,Mobile,Wallet,0,24,294.4,18,0
2748,1478,88.25,2026-02-20 23:48:37.448527,Food,UK,Desktop,Netbanking,1,58,346.12,11,0
2749,1426,119.25,2026-01-23 00:35:37.448555,Travel,UK,Mobile,Card,0,1,260.68,9,0
2750,1439,85.7,2026-01-30 10:15:37.448582,Entertainment,UK,Desktop,UPI,0,1,376.55,15,0
2751,1755,235.37,2026-02-09 19:21:37.448610,Shopping,India,Desktop,Card,0,29,239.6,16,0
2752,1399,200.35,2026-03-04 20:04:37.448637,Travel,USA,Mobile,Netbanking,0,41,164.15,4,0
2753,1988,85.71,2026-02-22 14:27:37.448664,Travel,India,Tablet,Card,1,2,234.38,1,0
2754,1143,42.63,2026-02-26 10:07:37.448692,Food,Germany,Desktop,Card,0,17,215.59,4,0
2755,1946,6.01,2026-02-24 22:29:37.448720,Bill,Germany,Desktop,UPI,0,28,413.09,4,0
2756,1777,10.39,2026-02-13 16:42:37.448747,Food,USA,Desktop,Wallet,0,6,108.01,6,0
2757,1651,747.88,2026-02-21 12:46:37.448774,Shopping,Canada,Desktop,Netbanking,0,17,176.29,9,0
2758,1005,148.96,2026-01-28 07:51:37.448801,Shopping,Canada,Mobile,UPI,0,16,207.35,15,0
2759,1348,15.94,2026-03-18 19:01:37.448829,Bill,Germany,Desktop,Card,0,35,209.07,10,0
2760,1141,895.01,2026-03-02 14:38:37.448856,Food,India,Desktop,UPI,0,8,489.67,19,0
2761,1065,119.81,2026-02-18 19:51:37.448884,Travel,UK,Mobile,Card,0,44,368.47,6,0
2762,1037,182.1,2026-03-02 02:46:37.448911,Travel,UK,Mobile,Wallet,0,57,227.64,4,0
2763,1824,169.7,2026-03-29 23:17:37.448945,Travel,Germany,Desktop,UPI,1,17,444.66,6,0
2764,1836,0.81,2026-03-22 11:32:37.448973,Bill,India,Tablet,Card,0,35,349.76,16,0
2765,1861,133.7,2026-01-23 17:18:37.449000,Entertainment,USA,Mobile,Wallet,0,33,436.82,5,0
2766,1834,49.13,2026-03-22 18:26:37.449028,Entertainment,Canada,Tablet,Card,1,28,468.98,16,0
2767,1008,568.85,2026-03-02 06:58:37.449055,Shopping,UK,Tablet,UPI,1,12,113.03,16,0
2768,1484,199.87,2026-03-22 20:28:37.449083,Bill,UK,Mobile,UPI,1,53,157.77,18,0
2769,1174,67.35,2026-03-26 16:19:37.449110,Travel,UK,Tablet,Wallet,1,45,295.14,3,0
2770,1288,138.22,2026-03-17 23:15:37.449137,Bill,USA,Desktop,Card,0,33,274.68,15,0
2771,1281,39.12,2026-03-12 17:59:37.449165,Bill,USA,Tablet,Netbanking,0,39,149.67,10,0
2772,1020,162.33,2026-03-13 05:09:37.449193,Travel,Canada,Tablet,Netbanking,0,3,160.59,4,0
2773,1005,131.87,2026-03-17 10:51:37.449221,Bill,USA,Mobile,Netbanking,0,38,374.57,18,0
2774,1541,247.16,2026-02-12 08:09:37.449249,Food,Germany,Mobile,Wallet,0,59,344.57,4,0
2775,1931,486.22,2026-01-25 08:47:37.449276,Travel,Canada,Desktop,Card,0,3,452.12,13,0
2776,1904,404.25,2026-03-19 22:13:37.449306,Bill,USA,Tablet,UPI,0,16,317.12,19,0
2777,1951,458.01,2026-03-30 18:49:37.449334,Food,Germany,Desktop,UPI,0,46,305.71,13,0
2778,1559,7.02,2026-02-15 00:27:37.449361,Bill,UK,Mobile,UPI,0,29,479.73,2,0
2779,1154,167.04,2026-03-05 05:07:37.449388,Bill,Canada,Desktop,UPI,0,58,300.35,6,0
2780,1422,129.66,2026-01-28 12:36:37.449415,Travel,Canada,Mobile,Card,0,31,371.82,4,0
2781,1787,37.16,2026-03-26 05:48:37.449442,Food,Germany,Tablet,Wallet,0,44,217.52,15,0
2782,1524,203.51,2026-03-18 10:14:37.449470,Bill,India,Mobile,Wallet,0,1,396.33,5,0
2783,1691,165.74,2026-02-26 17:39:37.449498,Food,Germany,Desktop,UPI,0,31,310.62,17,0
2784,1225,427.84,2026-02-08 13:11:37.449525,Travel,India,Mobile,Wallet,0,59,368.96,12,0
2785,1561,18.7,2026-01-28 21:31:37.449552,Bill,India,Mobile,Card,0,57,176.3,8,0
2786,1105,40.01,2026-03-23 09:37:37.449579,Entertainment,Germany,Mobile,Card,0,8,374.85,9,0
2787,1780,42.31,2026-03-15 09:08:37.449606,Shopping,India,Mobile,Card,0,55,283.92,15,0
2788,1350,72.35,2026-03-17 17:20:37.449633,Bill,Germany,Mobile,Wallet,0,31,484.24,19,0
2789,1066,558.07,2026-01-24 20:03:37.449660,Entertainment,Germany,Tablet,Netbanking,0,40,406.34,17,0
2790,1022,130.29,2026-03-16 04:36:37.449687,Bill,USA,Tablet,Card,1,24,411.25,15,0
2791,1264,7.07,2026-03-25 05:32:37.449715,Shopping,UK,Mobile,Card,0,8,215.43,15,0
2792,1291,68.51,2026-01-28 18:26:37.449742,Food,India,Tablet,Netbanking,0,8,245.58,18,0
2793,1621,153.13,2026-03-10 13:45:37.449771,Entertainment,Germany,Desktop,Wallet,0,50,383.93,19,0
2794,1123,144.54,2026-02-12 00:46:37.449799,Entertainment,India,Desktop,UPI,1,48,464.5,5,0
2795,1714,61.17,2026-03-01 03:25:37.449827,Travel,UK,Desktop,Card,0,7,313.93,10,0
2796,1045,239.01,2026-01-26 23:43:37.449854,Entertainment,UK,Tablet,Netbanking,0,28,366.31,1,0
2797,1668,578.22,2026-03-18 21:27:37.449881,Bill,Canada,Tablet,Wallet,0,2,196.97,6,0
2798,1182,73.3,2026-03-22 21:30:37.449909,Bill,Canada,Mobile,Netbanking,1,10,239.55,12,0
2799,1554,501.98,2026-01-23 06:49:37.449936,Food,UK,Mobile,UPI,0,7,463.09,5,0
2800,1699,49.54,2026-02-24 20:56:37.449964,Entertainment,Germany,Tablet,Netbanking,0,57,206.88,14,0
2801,1393,144.71,2026-02-01 19:48:37.449991,Entertainment,India,Mobile,Netbanking,1,14,281.27,15,0
2802,1487,421.3,2026-03-01 12:10:37.450018,Entertainment,Germany,Desktop,Card,0,24,330.23,8,0
2803,1082,215.86,2026-03-02 07:43:37.450048,Bill,India,Tablet,Netbanking,0,18,476.9,6,0
2804,1672,46.23,2026-03-04 15:00:37.450075,Bill,Canada,Desktop,Netbanking,1,23,215.54,2,0
2805,1823,15.75,2026-02-21 07:15:37.450103,Bill,USA,Desktop,Wallet,0,59,126.19,14,0
2806,1760,0.72,2026-03-13 11:39:37.450132,Shopping,UK,Mobile,Card,0,43,151.81,1,0
2807,1129,274.8,2026-02-02 11:07:37.450161,Travel,UK,Desktop,Netbanking,0,51,486.65,10,0
2808,1463,323.05,2026-03-21 13:49:37.450196,Travel,USA,Tablet,UPI,0,8,413.57,13,0
2809,1472,129.61,2026-03-04 16:33:37.450223,Food,USA,Desktop,Card,0,56,362.99,6,0
2810,1168,1187.86,2026-01-28 23:07:37.450269,Food,UK,Mobile,Card,0,35,282.07,7,0
2811,1713,111.84,2026-01-23 09:07:37.450297,Travel,UK,Tablet,UPI,0,10,422.2,3,0
2812,1932,128.99,2026-03-24 16:48:37.450325,Bill,Germany,Mobile,UPI,0,38,143.4,4,0
2813,1184,23.92,2026-02-15 02:50:37.450352,Food,India,Mobile,Wallet,0,14,444.42,4,0
2814,1427,20.2,2026-03-09 02:27:37.450379,Shopping,Germany,Desktop,Card,0,55,284.2,16,0
2815,1899,455.26,2026-03-13 22:03:37.450421,Entertainment,India,Tablet,Card,0,49,475.68,7,0
2816,1728,343.66,2026-03-22 07:38:37.450450,Entertainment,Germany,Tablet,Netbanking,0,25,110.41,5,0
2817,1448,297.61,2026-02-07 17:18:37.450478,Bill,Germany,Mobile,UPI,0,46,200.76,5,0
2818,1758,816.83,2026-02-12 20:44:37.450506,Entertainment,Canada,Mobile,Card,0,45,216.79,8,0
2819,1567,95.19,2026-03-26 23:09:37.450533,Shopping,Canada,Tablet,UPI,1,31,317.7,2,0
2820,1208,192.95,2026-03-28 11:14:37.450561,Entertainment,UK,Tablet,Card,1,52,374.01,17,0
2821,1392,484.02,2026-03-11 03:49:37.450589,Food,Canada,Desktop,Card,1,8,334.66,2,0
2822,1265,77.33,2026-01-30 06:37:37.450620,Shopping,USA,Tablet,Wallet,0,59,101.46,6,0
2823,1325,286.63,2026-03-13 19:25:37.450648,Entertainment,USA,Desktop,Wallet,0,3,147.16,9,0
2824,1183,468.11,2026-01-29 21:56:37.450676,Bill,UK,Mobile,Wallet,0,34,312.19,6,0
2825,1745,67.17,2026-02-09 17:38:37.450704,Travel,Canada,Mobile,Wallet,0,18,383.02,9,0
2826,1276,70.96,2026-02-22 10:35:37.450731,Entertainment,UK,Mobile,Wallet,0,58,111.41,18,0
2827,1770,22.72,2026-02-23 06:15:37.450759,Bill,UK,Mobile,Card,0,51,284.6,8,0
2828,1196,52.98,2026-02-08 02:16:37.450787,Bill,Germany,Tablet,Netbanking,0,4,100.12,8,0
2829,1627,3.98,2026-01-22 18:49:37.450815,Travel,Canada,Tablet,Card,0,34,374.29,19,0
2830,1408,425.31,2026-02-22 02:55:37.450843,Shopping,USA,Tablet,UPI,1,41,208.38,17,0
2831,1258,99.93,2026-03-04 12:37:37.450870,Bill,India,Tablet,UPI,0,10,413.72,8,0
2832,1310,94.37,2026-03-03 12:59:37.450898,Food,UK,Mobile,UPI,0,22,115.6,2,0
2833,1940,85.75,2026-02-16 10:59:37.450925,Bill,USA,Desktop,Wallet,0,47,366.7,14,0
2834,1670,302.1,2026-02-28 17:12:37.450952,Shopping,USA,Desktop,UPI,1,35,138.27,17,0
2835,1568,107.82,2026-01-23 23:46:37.450979,Bill,USA,Mobile,Netbanking,0,3,485.09,9,0
2836,1450,850.53,2026-02-22 05:53:37.451006,Bill,Canada,Desktop,Netbanking,0,51,455.28,17,0
2837,1445,430.98,2026-01-31 18:20:37.451052,Travel,UK,Tablet,Netbanking,0,22,458.56,14,0
2838,1010,213.95,2026-02-15 16:56:37.451080,Bill,Canada,Mobile,Card,0,54,248.45,15,0
2839,1345,51.36,2026-03-31 23:26:37.451107,Bill,Canada,Desktop,Card,1,23,359.06,4,0
2840,1943,165.24,2026-03-25 15:43:37.451134,Entertainment,Germany,Mobile,Wallet,1,50,145.09,2,0
2841,1905,263.99,2026-03-21 13:22:37.451161,Travel,USA,Mobile,Netbanking,0,28,229.93,16,0
2842,1665,59.17,2026-03-30 22:30:37.451188,Shopping,Germany,Mobile,Wallet,0,31,214.06,3,0
2843,1903,91.15,2026-03-09 16:30:37.451215,Travel,Canada,Mobile,UPI,0,49,148.89,17,0
2844,1841,343.9,2026-03-27 23:19:37.451260,Entertainment,Canada,Mobile,Card,0,34,110.95,12,0
2845,1011,344.16,2026-02-05 07:00:37.451288,Travel,UK,Tablet,Card,0,24,145.38,18,0
2846,1300,187.45,2026-01-28 06:17:37.451315,Food,Canada,Mobile,UPI,1,33,371.87,18,0
2847,1053,547.73,2026-03-03 10:59:37.451359,Shopping,Germany,Mobile,Card,0,14,245.69,6,0
2848,1443,170.96,2026-02-16 12:08:37.451397,Entertainment,USA,Mobile,UPI,1,36,219.09,4,0
2849,1708,59.69,2026-01-23 06:08:37.451428,Bill,USA,Mobile,Netbanking,0,4,219.63,1,0
2850,1468,27.32,2026-02-28 16:46:37.451459,Entertainment,Germany,Mobile,UPI,0,17,298.19,13,0
2851,1814,444.88,2026-02-20 16:09:37.451486,Entertainment,USA,Tablet,Card,0,13,229.24,9,0
2852,1762,8.45,2026-03-05 14:10:37.451513,Entertainment,India,Mobile,Card,0,49,312.2,13,0
2853,1077,136.25,2026-02-07 00:22:37.451540,Entertainment,UK,Desktop,Wallet,0,31,192.25,19,0
2854,1249,380.64,2026-03-26 08:37:37.451597,Shopping,India,Desktop,UPI,1,30,297.83,10,0
2855,1690,844.59,2026-03-10 14:07:37.451625,Bill,Germany,Desktop,Netbanking,0,49,325.49,6,0
2856,1107,321.78,2026-03-18 19:02:37.451652,Food,Germany,Tablet,UPI,0,32,236.7,14,0
2857,1709,7.14,2026-03-24 12:01:37.451679,Travel,Canada,Mobile,Netbanking,0,54,283.74,8,0
2858,1329,36.76,2026-01-23 16:03:37.451707,Travel,UK,Mobile,Card,0,45,189.35,17,0
2859,1914,139.77,2026-03-21 20:17:37.451734,Entertainment,UK,Tablet,Netbanking,0,52,400.03,17,0
2860,1268,232.7,2026-01-26 13:22:37.451761,Shopping,Canada,Desktop,Card,0,33,473.55,7,0
2861,1722,138.74,2026-01-24 19:59:37.451788,Shopping,UK,Mobile,Card,0,5,210.75,2,0
2862,1881,26.58,2026-01-31 01:41:37.451815,Bill,UK,Mobile,Wallet,0,27,230.02,18,0
2863,1675,196.59,2026-02-11 00:41:37.451843,Bill,USA,Mobile,UPI,0,32,122.22,16,0
2864,1465,56.74,2026-03-27 11:13:37.451870,Shopping,India,Mobile,Card,0,4,284.71,4,0
2865,1222,361.96,2026-01-30 08:26:37.451897,Travel,UK,Desktop,Wallet,0,23,330.3,4,0
2866,1832,193.3,2026-03-05 21:44:37.451925,Entertainment,Canada,Tablet,Wallet,1,36,265.47,13,0
2867,1574,70.21,2026-03-30 13:49:37.451952,Travel,USA,Desktop,UPI,1,35,231.75,13,0
2868,1607,68.03,2026-03-08 14:17:37.451979,Food,Germany,Tablet,Netbanking,1,3,153.94,1,0
2869,1081,92.7,2026-03-24 08:41:37.452006,Travel,UK,Mobile,Card,0,34,451.04,16,0
2870,1994,63.99,2026-02-20 08:48:37.452036,Shopping,India,Mobile,Wallet,0,54,203.76,6,0
2871,1453,54.24,2026-01-31 13:43:37.452065,Travel,UK,Desktop,Netbanking,1,13,408.8,7,0
2872,1332,24.62,2026-03-04 19:52:37.452093,Bill,India,Tablet,Wallet,0,28,160.47,18,0
2873,1409,285.32,2026-01-31 21:47:37.452121,Entertainment,Canada,Tablet,Netbanking,0,28,123.82,13,0
2874,1942,111.02,2026-01-22 12:11:37.452148,Travel,UK,Mobile,Netbanking,0,21,277.22,12,0
2875,1214,61.5,2026-03-29 18:03:37.452175,Shopping,Germany,Desktop,Card,0,59,195.09,16,0
2876,1915,97.92,2026-03-16 06:47:37.452203,Bill,USA,Desktop,Card,0,23,467.81,8,0
2877,1901,77.97,2026-01-23 01:11:37.452230,Bill,Germany,Tablet,Wallet,0,32,439.7,17,0
2878,1292,54.95,2026-03-09 00:00:37.452257,Entertainment,India,Desktop,Netbanking,0,13,326.87,7,0
2879,1917,251.58,2026-03-31 01:49:37.452284,Bill,Canada,Mobile,Netbanking,0,47,304.88,10,0
2880,1425,1.52,2026-03-07 21:14:37.452311,Entertainment,USA,Mobile,UPI,0,57,398.03,3,0
2881,1739,0.88,2026-03-09 18:01:37.452342,Entertainment,Canada,Tablet,UPI,0,14,312.21,2,0
2882,1414,12.62,2026-02-16 11:51:37.452369,Shopping,India,Desktop,UPI,0,30,117.86,14,0
2883,1088,99.33,2026-01-23 09:04:37.452397,Travel,Germany,Tablet,Card,0,1,317.91,9,0
2884,1336,194.62,2026-02-08 10:56:37.452424,Shopping,India,Tablet,Netbanking,1,39,142.42,8,0
2885,1311,1.54,2026-02-15 13:46:37.452453,Shopping,Germany,Desktop,UPI,0,54,361.01,11,0
2886,1642,59.07,2026-03-31 10:13:37.452481,Shopping,Germany,Tablet,UPI,0,47,127.01,16,0
2887,1087,409.98,2026-03-16 15:09:37.452508,Food,India,Tablet,Card,1,18,333.79,7,0
2888,1801,32.51,2026-03-23 15:28:37.452536,Entertainment,UK,Mobile,Netbanking,0,14,394.52,7,0
2889,1135,60.08,2026-02-05 01:46:37.452575,Shopping,Germany,Tablet,UPI,0,20,391.5,18,0
2890,1909,318.99,2026-03-08 08:36:37.452604,Travel,Germany,Tablet,Card,0,1,120.47,1,0
2891,1754,4.72,2026-01-24 21:56:37.452631,Shopping,UK,Desktop,Netbanking,1,50,109.79,17,0
2892,1031,27.34,2026-02-21 03:31:37.452658,Bill,UK,Mobile,Wallet,1,50,121.35,2,0
2893,1866,546.17,2026-03-19 20:54:37.452686,Food,India,Desktop,Netbanking,0,51,207.1,19,0
2894,1715,668.69,2026-03-10 13:15:37.452713,Bill,Canada,Mobile,Netbanking,1,37,170.43,6,0
2895,1920,301.44,2026-01-24 00:19:37.452740,Bill,UK,Mobile,Wallet,0,12,199.15,14,0
2896,1644,936.09,2026-03-17 18:53:37.452768,Travel,UK,Mobile,Card,0,37,328.79,6,0
2897,1564,189.56,2026-02-21 04:46:37.452795,Food,UK,Mobile,Card,1,54,257.17,19,0
2898,1952,136.15,2026-02-13 17:06:37.452823,Travel,USA,Mobile,Netbanking,0,3,441.09,12,0
2899,1092,9.16,2026-03-01 01:10:37.452850,Bill,UK,Tablet,Card,0,29,365.49,8,0
2900,1365,320.57,2026-03-29 05:54:37.452877,Entertainment,UK,Desktop,UPI,0,51,259.18,3,0
2901,1291,213.13,2026-03-22 19:05:37.452905,Entertainment,Germany,Desktop,Wallet,1,52,471.63,17,0
2902,1086,76.13,2026-03-07 18:09:37.452932,Food,USA,Mobile,Card,1,31,194.47,4,0
2903,1743,439.16,2026-02-24 19:51:37.452959,Shopping,Canada,Tablet,UPI,0,26,276.55,10,0
2904,1662,532.58,2026-02-20 07:33:37.452986,Entertainment,India,Mobile,Wallet,1,58,182.28,11,0
2905,1905,73.1,2026-03-11 19:49:37.453019,Bill,Canada,Mobile,Card,0,35,280.74,17,0
2906,1404,449.07,2026-02-27 07:31:37.453047,Shopping,Germany,Desktop,Netbanking,0,32,141.6,9,0
2907,1632,87.6,2026-02-08 17:11:37.453074,Bill,UK,Desktop,Card,1,18,323.14,18,0
2908,1548,70.63,2026-03-23 21:13:37.453101,Bill,UK,Tablet,UPI,0,27,220.88,6,0
2909,1972,58.26,2026-03-05 00:05:37.453129,Entertainment,Germany,Tablet,Netbanking,0,4,340.67,12,0
2910,1142,2.64,2026-01-21 23:46:37.453156,Food,UK,Tablet,Wallet,1,2,191.73,8,0
2911,1383,10.34,2026-02-01 22:00:37.453183,Shopping,India,Tablet,Netbanking,0,38,476.98,9,0
2912,1219,66.31,2026-01-25 07:34:37.453210,Shopping,India,Desktop,Card,1,58,199.79,12,0
2913,1597,123.98,2026-03-12 18:43:37.453237,Entertainment,Germany,Tablet,Card,0,6,453.5,5,0
2914,1628,74.86,2026-01-22 06:13:37.453265,Travel,Germany,Tablet,Card,0,41,358.27,11,0
2915,1124,9.37,2026-03-11 02:32:37.453292,Food,USA,Desktop,UPI,1,32,497.62,19,0
2916,1480,247.65,2026-03-10 20:34:37.453319,Shopping,India,Tablet,Card,0,59,333.5,7,0
2917,1833,51.31,2026-03-20 18:44:37.453347,Travel,Germany,Desktop,Wallet,0,40,474.58,19,0
2918,1034,233.78,2026-03-12 12:36:37.453375,Travel,USA,Desktop,Card,0,57,197.89,11,0
2919,1607,23.28,2026-03-07 13:39:37.453402,Food,UK,Mobile,Wallet,0,4,149.36,6,0
2920,1477,606.37,2026-03-25 07:20:37.453429,Shopping,India,Desktop,UPI,1,6,329.92,13,0
2921,1400,611.84,2026-02-28 14:59:37.453456,Shopping,India,Desktop,Netbanking,1,3,429.05,2,0
2922,1149,7.78,2026-03-11 10:52:37.453483,Entertainment,India,Desktop,Card,0,20,385.8,4,0
2923,1153,422.31,2026-02-28 12:26:37.453551,Shopping,Germany,Desktop,UPI,0,15,124.01,1,0
2924,1004,307.17,2026-03-23 17:43:37.453579,Food,USA,Tablet,Wallet,0,15,369.03,13,0
2925,1702,182.36,2026-03-25 21:22:37.453606,Travel,UK,Mobile,Wallet,0,42,392.99,18,0
2926,1400,236.23,2026-02-13 13:42:37.453633,Travel,UK,Mobile,Wallet,0,40,227.62,9,0
2927,1722,75.54,2026-01-22 17:34:37.453661,Travel,Canada,Tablet,Netbanking,0,31,339.72,7,0
2928,1825,304.83,2026-03-28 20:15:37.453689,Bill,USA,Mobile,UPI,0,51,372.8,6,0
2929,1801,265.34,2026-03-13 21:56:37.453716,Travel,Canada,Desktop,Wallet,1,38,396.98,5,0
2930,1202,430.78,2026-02-23 02:55:37.453744,Bill,Canada,Desktop,Card,0,40,463.06,3,0
2931,1468,238.06,2026-02-02 22:15:37.453771,Food,Canada,Mobile,Card,0,37,421.48,2,0
2932,1330,7.29,2026-01-28 16:52:37.453799,Bill,India,Mobile,Wallet,0,34,178.31,5,0
2933,1863,372.62,2026-02-22 05:04:37.453827,Shopping,India,Desktop,Netbanking,1,4,194.5,11,0
2934,1879,139.69,2026-03-05 05:47:37.453854,Shopping,USA,Desktop,UPI,0,30,352.41,7,0
2935,1662,35.49,2026-02-02 13:20:37.453882,Shopping,USA,Desktop,Netbanking,0,54,145.16,7,0
2936,1726,116.22,2026-01-28 10:44:37.453909,Food,Germany,Mobile,UPI,0,28,438.4,19,0
2937,1368,140.86,2026-03-15 17:44:37.453936,Shopping,India,Tablet,Card,0,26,391.62,18,0
2938,1882,601.75,2026-01-25 00:03:37.453964,Bill,Canada,Mobile,Netbanking,1,36,215.03,8,0
2939,1705,93.54,2026-03-31 03:03:37.453992,Entertainment,India,Desktop,Netbanking,0,36,445.64,9,0
2940,1673,69.74,2026-03-05 19:47:37.454021,Shopping,Canada,Mobile,Netbanking,0,44,140.81,4,0
2941,1943,440.24,2026-03-25 08:13:37.454049,Entertainment,Germany,Desktop,Card,0,56,166.84,11,0
2942,1320,194.11,2026-02-02 10:07:37.454076,Bill,UK,Desktop,Wallet,1,7,243.99,10,0
2943,1894,108.11,2026-02-14 10:20:37.454103,Shopping,Germany,Tablet,Card,0,29,456.19,12,0
2944,1663,74.5,2026-03-24 20:15:37.454131,Entertainment,Germany,Tablet,Card,0,7,207.86,6,0
2945,1966,348.7,2026-03-23 03:43:37.454157,Food,Canada,Desktop,Wallet,1,31,399.95,11,0
2946,1129,94.9,2026-02-19 17:54:37.454185,Entertainment,Germany,Desktop,Card,0,54,171.8,1,0
2947,1980,80.15,2026-02-21 15:31:37.454212,Travel,UK,Mobile,Card,1,26,252.89,1,0
2948,1778,131.44,2026-02-01 15:52:37.454239,Shopping,Canada,Mobile,Card,0,18,148.85,12,0
2949,1909,28.62,2026-03-24 19:49:37.454266,Entertainment,Germany,Mobile,UPI,1,2,321.34,11,0
2950,1067,87.33,2026-01-23 00:19:37.454293,Entertainment,UK,Mobile,Card,0,15,154.71,6,0
2951,1288,35.44,2026-01-22 16:07:37.454320,Travel,UK,Tablet,Card,1,30,489.58,4,0
2952,1566,603.06,2026-03-28 17:51:37.454348,Food,India,Desktop,Netbanking,0,52,281.54,11,0
2953,1302,452.55,2026-02-27 21:41:37.454375,Shopping,Canada,Tablet,Wallet,0,22,298.49,6,0
2954,1280,77.83,2026-03-12 20:32:37.454402,Shopping,USA,Tablet,UPI,0,50,411.47,1,0
2955,1945,102.99,2026-03-16 01:32:37.454429,Entertainment,USA,Mobile,Card,1,36,391.43,9,0
2956,1398,221.7,2026-02-13 15:51:37.454456,Bill,Germany,Tablet,Netbanking,0,52,385.89,4,0
2957,1840,56.59,2026-03-24 18:40:37.454484,Bill,UK,Tablet,Wallet,0,44,262.65,5,0
2958,1846,362.06,2026-02-22 14:08:37.454512,Travel,India,Mobile,UPI,0,59,475.68,7,0
2959,1059,229.58,2026-02-12 18:38:37.454539,Travel,India,Desktop,Wallet,0,39,201.93,10,0
2960,1601,235.91,2026-02-04 20:53:37.454566,Shopping,Germany,Desktop,Netbanking,0,15,430.67,6,0
2961,1051,474.32,2026-03-17 03:41:37.454594,Shopping,India,Tablet,Wallet,1,33,163.22,15,0
2962,1959,307.32,2026-03-13 00:18:37.454621,Shopping,India,Desktop,UPI,1,34,357.45,10,0
2963,1115,26.31,2026-03-13 12:58:37.454648,Bill,USA,Desktop,UPI,0,3,335.24,12,0
2964,1461,387.25,2026-03-12 13:09:37.454675,Bill,UK,Mobile,UPI,0,12,309.82,16,0
2965,1382,276.73,2026-03-15 22:14:37.454703,Bill,USA,Tablet,Netbanking,0,24,167.48,19,0
2966,1579,370.69,2026-03-12 05:00:37.454730,Travel,Canada,Mobile,Netbanking,0,59,293.84,6,0
2967,1217,87.38,2026-03-19 22:47:37.454760,Food,USA,Desktop,Netbanking,0,29,100.47,16,0
2968,1858,677.91,2026-02-28 06:58:37.454787,Travel,Germany,Tablet,Wallet,1,59,129.85,8,0
